Number,Time,Name,Country,DOB,Position,Location,Date
339,3:50.76,José Luis González,ESP,08.12.57,3,Oslo,09.07.1983
339,3:50.76,Steve Holman,USA,02.03.70,4,Zürich,16.08.1995
341,3:50.77,Timothy Cheruiyot,KEN,20.11.95,3,Eugene,28.05.2022
342,3:50.79,Robert Kiplagat Andersen,DEN,12.12.72,7,Berlin,26.08.1997
342,3:50.79,Laban Rotich,KEN,20.01.69,2,London,07.08.1999
342,3:50.79,Caleb Ndiku,KEN,09.10.92,5,Eugene,02.06.2012
345,3:50.80,Ky Robinson,AUS,27.02.02,1,Raleigh,08.08.2025
346,3:50.82,José Luis González,ESP,08.12.57,4,Oslo,05.07.1986
346,3:50.82,Johan Fourie,RSA,02.12.59,1,Port Elizabeth,11.03.1987
346,3:50.82,Saïd Aouita,MAR,02.11.59,1,Zürich,17.08.1988
346,3:50.82,Cornelius Chirchir,KEN,05.06.83,5,London,30.07.2004
346,3:50.82,Suleiman Simotwo,KEN,21.04.80,7,Oslo,29.07.2005
351,3:50.83,Nicholas Kiptanui Kemboi,KEN,18.12.89,6,Oslo,06.06.2008
351,3:50.83,Filip Rak,POL,03.02.03,8,Berlin,27.07.2025
353,3:50.84,Tom Byers,USA,12.04.55,6,Koblenz,25.08.1982
354,3:50.85,Alan Webb,USA,13.01.83,1,Eugene,19.06.2004
355,3:50.86,Noureddine Morceli,ALG,28.02.70,1,Atlanta,18.05.1996
355,3:50.86,Hicham El Guerrouj,MAR,14.09.74,1,London,23.08.2002
355,3:50.86,Asbel Kiprop,KEN,30.06.89,1,Oslo,09.06.2011
358,3:50.87,José Luis González,ESP,08.12.57,2,Lausanne,14.07.1981
358,3:50.87,Abel Kipsang,KEN,22.11.96,4,Eugene,28.05.2022
360,3:50.89,Hicham El Guerrouj,MAR,14.09.74,1,Eugene,26.05.2002
360,3:50.89,Ivan Heshko,UKR,19.08.79,2,Oslo,02.06.2006
362,3:50.90,Hamza Driouch,QAT,16.11.94,8,Oslo,07.06.2012
363,3:50.91,Thomas Wessinghage,FRG,22.02.52,7,Oslo,11.07.1981
363,3:50.91,Steve Holman,USA,02.03.70,3,Oslo,22.07.1994
363,3:50.91,Rui Silva,POR,03.08.77,3,Roma,07.07.1999
363,3:50.91,Alex Kipchirchir,KEN,26.11.84,1,Eugene,04.06.2005
367,3:50.92,Filip Rak,POL,03.02.03,9,London,20.07.2024
367,3:50.92,Oliver Hoare,AUS,29.01.97,13,Oslo,12.06.2025
369,3:50.93,John Walker,NZL,12.01.52,3,Roma,10.09.1986
369,3:50.93,James Magut,KEN,20.07.90,3,London,27.07.2013
369,3:50.93,Abel Kipsang,KEN,22.11.96,14rA,Eugene,05.07.2025
372,3:50.95,Thomas Wessinghage,FRG,22.02.52,5,Zürich,19.08.1981
372,3:50.95,David Moorcroft,GBR,10.04.53,1,Oslo,21.07.1984
372,3:50.95,Daniel Komen,KEN,17.05.76,1,Eugene,31.05.1998
372,3:50.95,Daniel Kipchirchir Komen,KEN,27.11.84,3,Eugene,08.06.2008
372,3:50.95,Nixon Chepseba,KEN,12.12.90,2,Oslo,13.06.2013
377,3:50.96,Oliver Hoare,AUS,29.01.97,2,Raleigh,08.08.2025
378,3:50.97,Abdi Bile,SOM,28.12.62,1,Berlin,18.08.1989
378,3:50.97,José Luis González,ESP,08.12.57,8,Oslo,06.07.1991
378,3:50.97,Cole Hocker,USA,06.06.01,5,Eugene,28.05.2022
381,3:50.98,José Marajo,FRA,10.08.54,4,Oslo,09.07.1983
381,3:50.98,Robert Rono,KEN,11.10.74,3,Rieti,07.09.2003
383,3:50.99,Steve Scott,USA,05.05.56,1,Cork,13.07.1983
384,3:51.0,Filbert Bayi,TAN,23.06.53,1,Kingston,17.05.1975
384,3:51.0+,Hicham El Guerrouj,MAR,14.09.74,1,Berlin,07.09.1999
384,3:51.00,Jochem Vermeulen,BEL,02.08.98,10,London,20.07.2024
387,3:51.01,Vénuste Niyongabo,BDI,09.12.73,2,Berlin,30.08.1996
388,3:51.02,John Gladwin,GBR,07.05.63,2,Zürich,19.08.1987
388,3:51.02,Vyacheslav Shabunin,RUS,27.09.69,5,Zürich,16.08.1995
388,3:51.02,Laban Rotich,KEN,20.01.69,2,Nice,16.07.1998
388,3:51.02,Haron Keitany,KEN,17.12.83,2,Oslo,09.06.2011
392,3:51.03,William Chirchir,KEN,06.02.79,2,Eugene,26.05.2002
393,3:51.05,Hudson Santos de Souza,BRA,25.02.77,8,Oslo,29.07.2005
394,3:51.06,Frank O'Mara,IRL,17.07.60,4,Roma,10.09.1986
394,3:51.06,Yared Nuguse,USA,01.06.99,1rA,Philadelphia,27.04.2024
396,3:51.07,Joe Falcon,USA,23.06.66,3,Oslo,01.07.1989
397,3:51.1,Jim Ryun,USA,29.04.47,1,Bakersfield,23.06.1967
397,3:51.10,Ayanleh Souleiman,DJI,03.12.92,1rA,Eugene,30.05.2015
399,3:51.11,Steve Scott,USA,05.05.56,2,Oslo,17.07.1979
399,3:51.11,James Magut,KEN,20.07.90,3,Oslo,13.06.2013
401,3:51.12,Dieter Baumann,GER,09.02.65,3,Berlin,21.08.1992
401,3:51.12,Mohamed Suleiman,QAT,23.11.69,6,Zürich,16.08.1995
401,3:51.12,Bethwell Birgen,KEN,06.08.88,10rA,Eugene,31.05.2014
401,3:51.12,Andrew Coscoran,IRL,18.06.96,1,Dublin,11.07.2025
405,3:51.14,Adil Kaouch,MAR,01.01.79,1,Oslo,15.06.2007
406,3:51.15,Dieter Baumann,GER,09.02.65,2,Berlin,18.08.1989
406,3:51.15,Andrés Manuel Díaz,ESP,12.07.69,4,Roma,07.07.1999
408,3:51.17,Vincent Kibet,KEN,06.05.91,4r2,Eugene,27.05.2017
408,3:51.17,Timothy Cheruiyot,KEN,20.11.95,3,Eugene,21.08.2021
410,3:51.19,Noah Ngeny,KEN,02.11.78,2,London,22.07.2001
411,3:51.20,José Luis González,ESP,08.12.57,5,Roma,10.09.1986
411,3:51.20,Matthew Centrowitz,USA,18.10.89,2rA,Eugene,30.05.2015
413,3:51.22,Ayanleh Souleiman,DJI,03.12.92,2,Palo Alto,30.06.2019
414,3:51.23,Johan Fourie,RSA,02.12.59,1,Port Elizabeth,07.03.1984
414,3:51.23,Matthew Ramsden,AUS,23.07.97,1r1,San Donato Milanese,05.09.2020
416,3:51.24,Leonel Manzano,USA,12.09.84,1,London,06.08.2011
417,3:51.25,Jeffrey Riseley,AUS,11.11.86,5,Oslo,03.07.2009
417,3:51.25,Asbel Kiprop,KEN,30.06.89,3rA,Eugene,30.05.2015
419,3:51.26,Samuel Tefera,ETH,23.10.99,2rA,Eugene,26.05.2018
419,3:51.26,Cathal Doyle,IRL,12.05.01,2,Dublin,11.07.2025
421,3:51.28,Daniel Kipchirchir Komen,KEN,27.11.84,4,London,27.07.2013
421,3:51.28,Filip Ingebrigtsen,NOR,20.04.93,3,Palo Alto,30.06.2019
421,3:51.28,Oliver Hoare,AUS,29.01.97,2rA,Philadelphia,27.04.2024
424,3:51.3,Jim Ryun,USA,29.04.47,1,Berkeley,17.07.1966
424,3:51.30,Noureddine Morceli,ALG,28.02.70,1,Osaka,11.05.1996
424,3:51.30,Mekonnen Gebremedhin,ETH,11.10.88,3,Oslo,09.06.2011
424,3:51.30,Jakob Ingebrigtsen,NOR,19.09.00,4,Palo Alto,30.06.2019
428,3:51.31,Tony Morrell,GBR,30.05.62,4,Oslo,14.07.1990
428,3:51.31,Mohamed Suleiman,QAT,23.11.69,4,Oslo,22.07.1994
428,3:51.31,Juan van Deventer,RSA,26.03.83,7,Oslo,06.06.2008
428,3:51.31,Ronald Kwemoi,KEN,18.09.95,4,Eugene,21.08.2021
432,3:51.32,Frank O'Mara,IRL,17.07.60,3,Berlin,15.08.1986
432,3:51.32,John Kibowen,KEN,21.04.69,1,Stockholm,05.08.1998
434,3:51.33,Rashid Ramzi,BRN,17.07.80,2,Eugene,04.06.2005
435,3:51.34,John Gregorek,USA,15.04.60,6,Oslo,26.06.1982
436,3:51.37,Nixon Chepseba,KEN,12.12.90,7,Eugene,01.06.2013
437,3:51.38,Steve Holman,USA,02.03.70,2,Atlanta,18.05.1996
437,3:51.38,Bernard Lagat,USA,12.12.74,2,London,06.08.2011
439,3:51.39,Richie Harris,USA,04.03.59,3,Koblenz,29.08.1984
439,3:51.39,Gert-Jan Liefers,NED,26.09.78,2rA,Hengelo,01.06.2003
441,3:51.40,William Tanui,KEN,22.02.64,3,Berlin,30.08.1996
442,3:51.41,Peter Rono,KEN,31.07.67,4,Lausanne,10.07.1991
443,3:51.43,Steve Cram,GBR,14.10.60,1,Gateshead,27.06.1986
444,3:51.44,Collins Cheboi,KEN,25.09.87,6,Eugene,02.06.2012
444,3:51.44,Collins Cheboi,KEN,25.09.87,8,Eugene,01.06.2013
446,3:51.45,Russell Brown,USA,06.03.85,9rA,Eugene,04.06.2011
446,3:51.45,Lopez Lomong,USA,01.01.85,9,Eugene,01.06.2013
446,3:51.45,Asbel Kiprop,KEN,30.06.89,1,Oslo,11.06.2015
449,3:51.46,John Mayock,GBR,26.10.70,6,Oslo,04.07.1997
449,3:51.46,Eric Holt,USA,12.05.95,3rA,Philadelphia,27.04.2024
451,3:51.48,Steve Scott,USA,05.05.56,3,Bruxelles,28.08.1981
451,3:51.48,Sydney Maree,USA,09.09.56,1,Edinburgh,26.06.1983
451,3:51.48,Asbel Kiprop,KEN,30.06.89,1,Oslo,09.06.2016
454,3:51.49,Sam Gilman,USA,20.09.00,5rB,Eugene,05.07.2025
455,3:51.50,Enock Koech,KEN,04.04.81,8,Roma,29.06.2001
455,3:51.50,Augustine Choge,KEN,21.01.87,3,London,06.08.2011
457,3:51.51,Amine Laâlou,MAR,13.05.82,4,London,14.08.2010
458,3:51.53,Bernard Lagat,USA,12.12.74,3,Eugene,04.06.2005
458,3:51.53,Bernard Lagat,USA,12.12.74,1,Eugene,28.05.2006
460,3:51.54,Simon Doyle,AUS,09.11.66,1,Melbourne,07.02.1991
460,3:51.54,Asbel Kiprop,KEN,30.06.89,1rA,Eugene,28.05.2016
462,3:51.55,Graham Hood,CAN,02.04.72,8,Berlin,26.08.1997
462,3:51.55,Mahiédine Mekhissi-Benabbad,FRA,15.03.85,5,Oslo,11.06.2014
464,3:51.56,Steve Ovett,GBR,09.10.55,1,Bruxelles,22.08.1980
464,3:51.56,Steve Scott,USA,05.05.56,1,London,23.07.1983
464,3:51.56,John Walker,NZL,12.01.52,4,Berlin,15.08.1986
467,3:51.57,Jack Buckner,GBR,22.09.61,4,Koblenz,29.08.1984
468,3:51.58,Steve Cram,GBR,14.10.60,4,Oslo,01.07.1989
469,3:51.59,Eamonn Coghlan,IRL,24.11.52,5,Oslo,09.07.1983
469,3:51.59,John Walker,NZL,12.01.52,2,Cork,13.07.1983
469,3:51.59,Mekonnen Gebremedhin,ETH,11.10.88,6,Oslo,11.06.2014
472,3:51.60,Graham Williamson,GBR,15.06.60,2,Oslo,21.07.1984
472,3:51.60,Craig Engels,USA,01.05.94,5,Palo Alto,30.06.2019
472,3:51.60,Oliver Hoare,AUS,29.01.97,15rA,Eugene,05.07.2025
475,3:51.62,Chuck Aragon,USA,29.03.59,3,Oslo,21.07.1984
475,3:51.62,Adil Kaouch,MAR,01.01.79,3,London,07.08.1999
475,3:51.62,Augustine Choge,KEN,21.01.87,2,Oslo,15.06.2007
478,3:51.63,Ray Flynn,IRL,22.01.57,5,Cork,13.07.1982
478,3:51.63,Oliver Hoare,AUS,29.01.97,5,Eugene,21.08.2021
478,3:51.63,Elliot Giles,GBR,26.05.94,12,Eugene,16.09.2023
481,3:51.64,Marcus O'Sullivan,IRL,22.12.61,5,Oslo,01.07.1989
482,3:51.66,Abdi Bile,SOM,28.12.62,2,Oslo,10.07.1993
482,3:51.66,Laban Rotich,KEN,20.01.69,5,Roma,07.07.1999
484,3:51.68,Cornelius Chirchir,KEN,05.06.83,2,London,23.08.2002
485,3:51.70,Cooper Teare,USA,18.08.99,6,Eugene,28.05.2022
486,3:51.71,José Manuel Abascal,ESP,17.03.58,1,Roma,01.09.1983
486,3:51.71,Alex Kipchirchir,KEN,26.11.84,2,Eugene,28.05.2006
486,3:51.71,Alan Webb,USA,13.01.83,1,Des Moines,28.04.2007
486,3:51.71,Ilham Tanui Özbilen,TUR,05.03.90,7,Oslo,11.06.2014
490,3:51.72,Silas Kiplagat,KEN,20.08.89,2,Oslo,11.06.2015
491,3:51.74,Laban Rotich,KEN,20.01.69,1,Sheffield,02.08.1998
491,3:51.74,Andrew Wheating,USA,21.11.87,5rA,Eugene,03.07.2010
493,3:51.75,José Luis González,ESP,08.12.57,1,Berlin,21.08.1987
494,3:51.77,Pierre Délèze,SUI,25.09.58,3,Lausanne,14.07.1981
494,3:51.77,Nick Willis,NZL,25.04.83,7,Eugene,02.06.2012
496,3:51.78,Abdelati Iguider,MAR,25.03.87,8,Eugene,02.06.2012
497,3:51.79,Driss Maazouzi,FRA,15.10.69,6,Bruxelles,25.08.2000
497,3:51.79,Matthew Centrowitz,USA,18.10.89,10,Eugene,01.06.2013
499,3:51.80,Peter Elliott,GBR,09.10.62,1,London,27.05.1990
499,3:51.80,David Kibet,KEN,24.11.63,1,Jerez de la Frontera,17.09.1991
501,3:51.81,Sydney Maree,USA,09.09.56,4,Bruxelles,28.08.1981
502,3:51.82,Michael Hillardt,AUS,22.01.61,1,Koblenz,28.08.1985
502,3:51.82,Kevin Sullivan,CAN,20.03.74,2,Eugene,27.05.2001
502,3:51.82,Reyes Estévez,ESP,02.08.76,6,Roma,12.07.2002
502,3:51.82,Will Leer,USA,15.04.85,1,Dublin,11.07.2014
502,3:51.82,Abel Kipsang,KEN,22.11.96,12,Eugene,25.05.2024
507,3:51.83,Pierre Délèze,SUI,25.09.58,2,Roma,01.09.1983
507,3:51.83,Andrew Baddeley,GBR,20.06.82,2,Ostrava,17.06.2009
509,3:51.84,William Chirchir,KEN,06.02.79,1,Eugene,24.06.2000
509,3:51.84,Pieter-Jan Hannes,BEL,30.10.92,3,Oslo,11.06.2015
511,3:51.86,Saïd Aouita,MAR,02.11.59,1,Lausanne,02.09.1986
511,3:51.86,Saïd Aouita,MAR,02.11.59,2,Jerez de la Frontera,17.09.1991
513,3:51.89,John Mayock,GBR,26.10.70,7,Zürich,16.08.1995
513,3:51.89,Asbel Kiprop,KEN,30.06.89,1,Birmingham,24.08.2014
515,3:51.90,Anthony Whiteman,GBR,13.11.71,3,Nice,16.07.1998
515,3:51.90,Ali Saïdi-Sief,ALG,15.03.78,6,Roma,07.07.1999
517,3:51.91,Jim Spivey,USA,07.03.60,2,Oslo,04.07.1987
518,3:51.92,Ray Flynn,IRL,22.01.57,2,Zürich,21.08.1985
518,3:51.92,Silas Kiplagat,KEN,20.08.89,4rA,Eugene,30.05.2015
520,3:51.94,Suleiman Nyambui,TAN,13.02.53,4,Lausanne,14.07.1981
520,3:51.94,Ali Hakimi,TUN,24.04.76,5,Oslo,05.07.1996
522,3:51.95,Andrew Baddeley,GBR,20.06.82,3,Oslo,15.06.2007
522,3:51.95,Nick Willis,NZL,25.04.83,10rA,Eugene,04.06.2011
524,3:51.96,Gennaro Di Napoli,ITA,05.03.68,1,San Donato Milanese,30.05.1992
524,3:51.96,Noureddine Morceli,ALG,28.02.70,1,København,25.08.1992
524,3:51.96,John Kibowen,KEN,21.04.69,2,Paris,29.07.1998
524,3:51.96,Abdelati Iguider,MAR,25.03.87,2rA,Eugene,28.05.2016
528,3:51.97,Saïd Aouita,MAR,02.11.59,1,Gateshead,28.08.1989
529,3:51.98,John Walker,NZL,12.01.52,5,Lausanne,14.07.1981
529,3:51.98,Rui Silva,POR,03.08.77,4,Rieti,07.09.2003
531,3:51.99,Johan Fourie,RSA,02.12.59,1,Port Elizabeth,10.12.1984
531,3:51.99,John Mayock,GBR,26.10.70,2,Sheffield,02.08.1998
531,3:51.99,Laban Rotich,KEN,20.01.69,2,Oslo,28.06.2002
531,3:51.99,Thiago do Rosario André,BRA,04.08.95,1r1,Eugene,27.05.2017
531,3:51.99,Clayton Murphy,USA,26.02.95,5r2,Eugene,27.05.2017
531,3:51.99,Jake Heyward,GBR,26.04.99,7,Eugene,28.05.2022
531,3:51.99,Darragh McElhinney,IRL,09.11.00,3,Dublin,11.07.2025
538,3:52.0,John Walker,NZL,12.01.52,1,Dublin,11.07.1977
538,3:52.0+,Ali Saïdi-Sief,ALG,15.03.78,1,Strasbourg,19.06.2001
538,3:52.00,Mohamed Othman Shahween,KSA,15.02.86,4,Oslo,09.06.2011
538,3:52.00,Stewart McSweyn,AUS,01.06.95,1,Melbourne,15.02.2024
542,3:52.01,Graham Williamson,GBR,15.06.60,2,Edinburgh,26.06.1983
542,3:52.01,Abdi Bile,SOM,28.12.62,5,Oslo,14.07.1990
542,3:52.01,David Torrence,USA,26.11.85,9,Eugene,02.06.2012
545,3:52.02,Craig Masback,USA,31.03.55,3,Oslo,17.07.1979
545,3:52.02,Thomas Wessinghage,FRG,22.02.52,6,Oslo,09.07.1983
545,3:52.02,Pascal Thiébaut,FRA,06.06.59,4,Oslo,21.07.1984
545,3:52.02,Nick McCormick,GBR,11.09.81,9,Oslo,29.07.2005
545,3:52.02,Jake Wightman,GBR,11.07.94,3,London,21.07.2019
550,3:52.03,José Luis González,ESP,08.12.57,2,Lausanne,02.09.1986
550,3:52.03,Waleed Suliman,USA,22.09.98,1,København,03.09.2024
552,3:52.04,Wilfred Oanda Kirochi,KEN,12.12.69,3,Jerez de la Frontera,17.09.1991
552,3:52.04,Marcus O'Sullivan,IRL,22.12.61,9,Berlin,26.08.1997
552,3:52.04,Nadir Bosch,FRA,16.05.73,7,Bruxelles,25.08.2000
552,3:52.04,Elijah Manangoi,KEN,05.01.93,2,Oslo,09.06.2016
556,3:52.06,Abdi Bile,SOM,28.12.62,9,Oslo,06.07.1991
556,3:52.06,Cathal Doyle,IRL,12.05.01,1,Dublin,12.07.2024
556,3:52.06,Jimmy Gressier,FRA,04.05.97,9,Berlin,27.07.2025
559,3:52.07,Ayanleh Souleiman,DJI,03.12.92,2,Birmingham,24.08.2014
560,3:52.08,Noureddine Morceli,ALG,28.02.70,2,Stockholm,05.08.1998
560,3:52.08,Yemaneberhan Crippa,ITA,15.10.96,2r1,San Donato Milanese,05.09.2020
562,3:52.09,Anthony Whiteman,GBR,13.11.71,3,Sheffield,02.08.1998
562,3:52.09,Noah Ngeny,KEN,02.11.78,1,Eugene,30.05.1999
564,3:52.10,Peter Elliott,GBR,09.10.62,1,Sheffield,15.09.1991
564,3:52.10,Alex Kipchirchir,KEN,26.11.84,3,Eugene,10.06.2007
566,3:52.11,Eamonn Coghlan,IRL,24.11.52,1,Cork,23.06.1981
566,3:52.11,Steve Cram,GBR,14.10.60,1,Djakarta,03.10.1991
566,3:52.11,Galen Rupp,USA,08.05.86,5,London,27.07.2013
566,3:52.11,Jake Wightman,GBR,11.07.94,2,Melbourne,15.02.2024
570,3:52.12,Amine Laâlou,MAR,13.05.82,10,Eugene,02.06.2012
571,3:52.13,Steve Scott,USA,05.05.56,1,Nice,15.07.1986
571,3:52.13,Rui Silva,POR,03.08.77,10,Oslo,29.07.2005
573,3:52.14,José Marajo,FRA,10.08.54,3,Roma,01.09.1983
573,3:52.14,Sydney Maree,USA,09.09.56,1,Cork,09.07.1985
573,3:52.14,Johan Fourie,RSA,02.12.59,1,Port Elizabeth,21.04.1986
573,3:52.14,Joe Falcon,USA,23.06.66,2,Zürich,17.08.1988
577,3:52.15,John Mayock,GBR,26.10.70,8,Bruxelles,25.08.2000
577,3:52.15,Vincent Kibet,KEN,06.05.91,3,Birmingham,24.08.2014
577,3:52.15,Jake Heyward,GBR,26.04.99,6,Eugene,21.08.2021
580,3:52.16,Taoufik Makhloufi,ALG,29.04.88,11rA,Eugene,31.05.2014
581,3:52.17,Benjamin Jipcho,KEN,01.03.43,1,Stockholm,02.07.1973
581,3:52.17,Steve Cram,GBR,14.10.60,3,Oslo,10.07.1993
583,3:52.18,William Chirchir,KEN,06.02.79,5,Rieti,07.09.2003
583,3:52.18,Boaz Lalang,KEN,08.02.89,5,Oslo,04.06.2010
583,3:52.18,Elijah Manangoi,KEN,05.01.93,3rA,Eugene,26.05.2018
586,3:52.19,Sammy Mutai,KEN,20.12.74,4,London,07.08.1999
586,3:52.19,Laban Rotich,KEN,20.01.69,4,Oslo,13.07.2001
586,3:52.19,Daniel Kipchirchir Komen,KEN,27.11.84,4,Oslo,15.06.2007
589,3:52.2,Marty Liquori,USA,11.09.49,2,Kingston,17.05.1975
589,3:52.2+,William Tanui,KEN,22.02.64,1,Hechtel,01.08.1998
589,3:52.20,Steve Crabb,GBR,30.11.63,6,Oslo,01.07.1989
589,3:52.20,William Tanui,KEN,22.02.64,3,Stockholm,05.08.1998
589,3:52.20,Abdelkader Hachlaf,MAR,03.07.79,7,Roma,12.07.2002
589,3:52.20,James Magut,KEN,20.07.90,4,Birmingham,24.08.2014
589,3:52.20,Abel Kipsang,KEN,22.11.96,7,Eugene,21.08.2021
596,3:52.21,Michael Hillardt,AUS,22.01.61,3,Zürich,21.08.1985
596,3:52.21,Saïd Chébili,FRA,06.05.73,3,Nice,16.07.1997
596,3:52.21,Rui Silva,POR,03.08.77,3,London,23.08.2002
596,3:52.21,Jamale Aarrass,FRA,15.11.81,1,Walnut,20.04.2012
600,3:52.22,Adil Kaouch,MAR,01.01.79,8,Oslo,28.07.2000
601,3:52.23,Vyacheslav Shabunin,RUS,27.09.69,7,Roma,07.07.1999
601,3:52.23,Matthew Centrowitz,USA,18.10.89,8,Oslo,11.06.2014
603,3:52.24,John Walker,NZL,12.01.52,1,Stockholm,30.06.1975
603,3:52.24,Dragan Zdravkovic,SRB,16.12.59,5,Berlin,17.08.1983
603,3:52.24,Ryan Gregson,AUS,26.04.90,5,London,14.08.2010
603,3:52.24,Taoufik Makhloufi,ALG,29.04.88,3,Oslo,09.06.2016
603,3:52.24,Oliver Hoare,AUS,29.01.97,1,Melbourne,23.02.2023
608,3:52.25,Kevin Sullivan,CAN,20.03.74,8,Zürich,16.08.1995
609,3:52.26,Steve Scott,USA,05.05.56,1,Villanova,30.05.1981
609,3:52.26,Steve Crabb,GBR,30.11.63,7,Oslo,02.07.1988
609,3:52.26,Laban Rotich,KEN,20.01.69,9,Roma,29.06.2001
609,3:52.26,Nick Willis,NZL,25.04.83,4,Oslo,09.06.2016
609,3:52.26,Matthew Centrowitz,USA,18.10.89,6,Palo Alto,30.06.2019
614,3:52.28,Abdi Bile,SOM,28.12.62,2,Sankt Peterburg,26.07.1994
614,3:52.28,David Kibet,KEN,24.11.63,1,Eugene,26.05.1996
614,3:52.28,Jakob Ingebrigtsen,NOR,19.09.00,4rA,Eugene,26.05.2018
617,3:52.30,Ilham Tanui Özbilen,TUR,05.03.90,4,Oslo,13.06.2013
617,3:52.30,Elliot Giles,GBR,26.05.94,11,London,20.07.2024
619,3:52.31,Vittorio Fontanella,ITA,17.03.53,6,Zürich,19.08.1981
619,3:52.31,Johan Fourie,RSA,02.12.59,1,Stellenbosch,25.03.1983
619,3:52.31,William Tanui,KEN,22.02.64,3,Paris,29.07.1998
622,3:52.32,José Manuel Abascal,ESP,17.03.58,7,Oslo,09.07.1983
622,3:52.32,David Kibet,KEN,24.11.63,1,Oslo,04.07.1992
622,3:52.32,Silas Kiplagat,KEN,20.08.89,6,London,14.08.2010
622,3:52.32,Samuel Prakel,USA,29.10.94,2,Dublin,12.07.2024
626,3:52.33,Martin Keino,KEN,20.06.72,6,Oslo,05.07.1996
626,3:52.33,James Magut,KEN,20.07.90,5rA,Eugene,30.05.2015
628,3:52.34,Michael Hillardt,AUS,22.01.61,1,Burnaby,16.07.1984
628,3:52.34,Tarek Boukensa,ALG,19.11.81,6,Rieti,07.09.2003
628,3:52.34,Aman Wote,ETH,18.04.84,5,Birmingham,24.08.2014
628,3:52.34,Marcin Lewandowski,POL,13.06.87,1,Oslo,13.06.2019
632,3:52.35,John Gladwin,GBR,07.05.63,6,Oslo,14.07.1990
632,3:52.35,Belal Mansoor Ali,BRN,17.10.83,5,Oslo,15.06.2007
634,3:52.36,Uwe Becker,FRG,10.12.55,7,Koblenz,25.08.1982
634,3:52.36,Ray Flynn,IRL,22.01.57,6,Berlin,17.08.1983
634,3:52.36,Steve Scott,USA,05.05.56,2,Berlin,21.08.1987
637,3:52.37,John Walker,NZL,12.01.52,2,Burnaby,16.07.1984
637,3:52.37,Jim Spivey,USA,07.03.60,4,Oslo,10.07.1993
637,3:52.37,Abdi Bile,SOM,28.12.62,2,Berlin,27.08.1993
640,3:52.38,Joseph Chesire,KEN,12.11.57,7,Oslo,01.07.1989
640,3:52.38,Peter Rono,KEN,31.07.67,10,Oslo,06.07.1991
640,3:52.38,Noah Ngeny,KEN,02.11.78,2,Eugene,31.05.1998
640,3:52.38,Arturo Casado,ESP,26.01.83,6,Oslo,15.06.2007
640,3:52.38,Vincent Kibet,KEN,06.05.91,2,Oslo,13.06.2019
640,3:52.38,Ryan Gregson,AUS,26.04.90,3r1,San Donato Milanese,05.09.2020
646,3:52.39,Kipkoech Cheruiyot,KEN,02.12.64,8,Oslo,02.07.1988
646,3:52.39,Robert Kiplagat Andersen,DEN,12.12.72,7,Oslo,04.07.1997
646,3:52.39,Haile Gebrselassie,ETH,18.04.73,1,Gateshead,27.06.1999
646,3:52.39,Rashid Ramzi,BRN,17.07.80,3,Eugene,28.05.2006
646,3:52.39,Elijah Manangoi,KEN,05.01.93,3rA,Eugene,28.05.2016
646,3:52.39,Sean McGorty,USA,07.03.95,3,Raleigh,08.08.2025
652,3:52.4,Johan Fourie,RSA,02.12.59,1,Port Elizabeth,10.12.1983
652,3:52.40,Noureddine Morceli,ALG,28.02.70,1,Berlin,10.09.1991
654,3:52.41,Wilson Waigwa,KEN,15.02.49,6,Cork,13.07.1982
654,3:52.41,Steve Holman,USA,02.03.70,10,Berlin,26.08.1997
654,3:52.41,Kevin Sullivan,CAN,20.03.74,10,Roma,29.06.2001
654,3:52.41,Daniel Kipchirchir Komen,KEN,27.11.84,3,Oslo,02.06.2006
654,3:52.41,Leonel Manzano,USA,12.09.84,1rB,Eugene,31.05.2014
654,3:52.41,Brian Fay,IRL,09.11.98,3,Dublin,12.07.2024
660,3:52.42,Robert Nemeth,AUT,05.06.58,3,Rieti,09.09.1981
660,3:52.42,Abdelkader Hachlaf,MAR,03.07.79,3,Oslo,28.06.2002
660,3:52.42,Mohammed Moustaoui,MAR,02.04.85,6,London,27.07.2013
660,3:52.42,Jordan McNamara,USA,07.03.87,7,London,27.07.2013
660,3:52.42,William Paulson,CAN,17.11.94,8,Eugene,28.05.2022
660,3:52.42,Nicholas Griggs,IRL,18.12.04,4,Dublin,11.07.2025
666,3:52.44,Sydney Maree,USA,09.09.56,2,Villanova,30.05.1981
666,3:52.44,John Robson,GBR,31.01.57,8,Oslo,11.07.1981
666,3:52.44,Silas Kiplagat,KEN,20.08.89,1,London,14.07.2012
666,3:52.44,Cameron Myers,AUS,09.06.06,3,Melbourne,15.02.2024
670,3:52.45,Eamonn Coghlan,IRL,24.11.52,4,Oslo,17.07.1979
670,3:52.45,David Kiplak,KEN,27.12.81,4,Oslo,28.06.2002
672,3:52.46,Joseph Chesire,KEN,12.11.57,2,Gateshead,28.08.1989
672,3:52.46,Rüdiger Stenzel,GER,16.04.68,11,Berlin,26.08.1997
674,3:52.47,Noah Baltus,NED,03.02.02,2,Pfungstadt,06.09.2023
675,3:52.48,John Walker,NZL,12.01.52,9,Oslo,02.07.1988
675,3:52.48,Robert Kibet,KEN,15.12.65,5,Oslo,22.07.1994
677,3:52.49,Juan Carlos Higuero,ESP,03.08.78,8,Roma,12.07.2002
